City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
315,Bathsheba,BB,13.2167,-59.5167,86.88200000000002,75,20,9.26,few clouds
316,Paamiut,GL,61.994,-49.6678,42.74600000000005,91,18,8.37,few clouds
317,Diffa,NE,13.3154,12.6113,90.608,48,70,5.4,broken clouds
318,Souillac,MU,-20.5167,57.5167,70.44800000000004,83,40,3.09,scattered clouds
319,Knysna,ZA,-34.0363,23.0471,58.92799999999997,59,73,3.48,broken clouds
320,Port Macquarie,AU,-31.4333,152.9167,49.153999999999954,66,0,4.85,clear sky
321,Alihe,CN,50.5667,123.7167,64.47200000000004,99,94,1.01,moderate rain
322,Payakumbuh,ID,-0.2202,100.6308,68.66600000000001,94,93,1.43,overcast clouds
323,Chitral,PK,35.8462,71.7858,77.9,80,23,1.83,few clouds
324,Zilupe,LV,56.3862,28.1217,63.733999999999995,86,96,2.4,overcast clouds
325,Kaitangata,NZ,-46.2817,169.8464,45.751999999999974,96,100,5.8,overcast clouds
326,Adrar,MR,20.5022,-10.0711,104.18000000000005,14,79,5.22,broken clouds
327,Mbeya,TZ,-8.9,33.45,53.00600000000003,87,22,3.03,few clouds
328,Buala,SB,-8.145,159.5921,78.83599999999997,83,84,2.08,light rain
329,San Cristobal,VE,7.7669,-72.225,84.65,58,42,2.19,scattered clouds
330,Taksimo,RU,56.3444,114.8794,66.092,89,98,0.68,overcast clouds
331,Kisangani,CD,0.5167,25.2,70.88000000000005,98,100,1.27,light rain
332,Florence,IT,43.7667,11.25,84.14600000000004,76,0,3.09,clear sky
333,Sri Aman,MY,1.2376,111.4621,75.52400000000002,100,100,0.0,overcast clouds
334,Tucupita,VE,9.0622,-62.051,90.53599999999997,49,35,1.83,scattered clouds
335,Port-Cartier,CA,50.0334,-66.8654,73.34600000000006,60,89,4.51,overcast clouds
336,Necochea,AR,-38.5473,-58.7368,54.248000000000026,94,100,3.49,overcast clouds
337,Mareeba,AU,-17.0,145.4333,60.70999999999998,93,2,1.08,clear sky
338,General Roca,AR,-39.0333,-67.5833,45.96799999999998,95,100,5.33,light rain
339,Atambua,ID,-9.1061,124.8925,66.10999999999999,85,100,2.74,overcast clouds
340,Port-Gentil,GA,-0.7193,8.7815,75.434,83,100,4.63,overcast clouds
341,Gravdal,NO,68.1214,13.5031,53.74399999999997,89,100,9.07,light rain
342,Pozo Colorado,PY,-23.4923,-58.7972,96.08000000000004,20,3,3.93,clear sky
343,Channel-Port Aux Basques,CA,47.5702,-59.1367,64.16600000000001,86,19,5.65,few clouds
344,Brae,GB,60.3964,-1.353,51.38599999999997,78,12,4.71,few clouds
345,Salalah,OM,17.0151,54.0924,76.334,96,100,3.2,overcast clouds
346,Khandbari,NP,27.3747,87.2039,72.392,93,99,0.49,overcast clouds
347,Muli,MV,2.9167,73.5667,82.59800000000003,77,42,8.37,scattered clouds
348,Severo-Kurilsk,RU,50.6789,156.125,53.05999999999998,85,94,2.56,overcast clouds
349,Karatau,KZ,43.1667,70.4667,80.45600000000003,22,0,0.82,clear sky
350,South Lake Tahoe,US,38.9332,-119.9844,84.36199999999997,41,100,0.45,overcast clouds
351,Tuy Hoa,VN,13.0833,109.3,76.73000000000005,91,94,1.81,overcast clouds
352,Voh,NC,-20.9667,164.7,65.55199999999998,88,0,1.79,clear sky
353,Aklavik,CA,68.2191,-135.0107,66.38000000000005,44,99,7.32,overcast clouds
354,Tawang,IN,27.5833,91.8667,54.64399999999998,95,96,0.56,overcast clouds
355,Arkhangelsk,RU,64.5401,40.5433,62.977999999999966,77,20,3.0,few clouds
356,Henties Bay,NA,-22.116,14.2845,54.319999999999965,86,36,3.78,scattered clouds
357,Izhma,RU,65.0083,53.9113,54.12200000000004,69,59,0.91,broken clouds
358,Sinyavskoye,RU,47.277,39.2789,75.01999999999995,78,0,0.99,clear sky
359,Kununurra,AU,-15.7667,128.7333,73.65199999999999,31,18,6.17,few clouds
360,Wum,CM,6.3833,10.0667,65.55199999999998,96,100,0.37,moderate rain
361,Tupi Paulista,BR,-21.3811,-51.5706,88.50199999999998,22,0,0.96,clear sky
362,Wake Forest,US,35.9799,-78.5097,86.88200000000002,83,75,7.2,moderate rain
363,Belmonte,BR,-15.8631,-38.8828,74.22799999999997,70,2,4.3,clear sky
364,West Des Moines,US,41.572,-93.7453,87.458,53,0,3.09,clear sky
365,Akhmim,EG,26.5622,31.745,91.868,14,0,3.17,clear sky
366,Sobolevo,RU,54.4299,31.8996,62.708000000000006,90,4,1.52,clear sky
367,Liverpool,GB,53.4106,-2.9779,61.609999999999985,73,40,4.63,scattered clouds
368,Tucuma,BR,-0.1833,-50.05,79.79000000000002,85,100,2.57,overcast clouds
369,Ikornnes,NO,62.3873,6.557,55.435999999999964,93,100,3.58,overcast clouds
370,Bonthe,SL,7.5264,-12.505,76.73000000000005,82,65,3.24,broken clouds
371,Jizan,SA,17.3333,42.6667,90.80600000000004,66,100,1.64,overcast clouds
372,Bonavista,CA,48.6499,-53.1147,68.18000000000004,83,100,8.77,overcast clouds
373,Sarahan,IN,31.5167,77.8,64.23800000000006,97,100,0.41,overcast clouds
374,Koslan,RU,63.4564,48.8989,54.51799999999999,57,18,1.6,few clouds
375,Vyatskiye Polyany,RU,56.226,51.0656,63.69800000000002,94,29,2.18,scattered clouds
376,Jinxiang,CN,27.4327,120.6062,77.80999999999997,84,0,2.98,clear sky
377,Kemijarvi,FI,66.7131,27.4306,62.58200000000002,93,100,5.76,light rain
378,La Macarena,CO,2.1837,-73.7849,79.21400000000003,91,89,1.63,overcast clouds
379,San Andres,CO,12.5847,-81.7006,88.08800000000005,70,40,3.6,scattered clouds
380,Oranjemund,NA,-28.55,16.4333,55.85,84,78,1.39,broken clouds
381,Jaca,ES,42.569,-0.5499,72.24800000000002,52,0,2.75,clear sky
382,Vanimo,PG,-2.6741,141.3028,77.14399999999998,88,74,2.35,broken clouds
383,Winnemucca,US,40.973,-117.7357,95.61199999999997,8,5,2.42,clear sky
384,Touros,BR,-5.1989,-35.4608,77.97200000000004,74,60,6.62,broken clouds
385,Sao Pedro Do Piaui,BR,-5.9294,-42.7186,89.78000000000004,28,100,2.44,overcast clouds
386,Thunder Bay,CA,48.4001,-89.3168,75.38000000000005,69,100,5.66,overcast clouds
387,Zhigansk,RU,66.7697,123.3711,64.868,67,45,1.53,scattered clouds
388,Issoire,FR,45.55,3.25,71.13200000000002,63,6,3.1,clear sky
389,Ardahan,TR,41.1087,42.7022,51.656000000000034,97,25,1.45,scattered clouds
390,Ornskoldsvik,SE,63.2909,18.7153,60.22400000000002,100,100,3.6,overcast clouds
391,Karratha,AU,-20.7377,116.8463,68.18000000000004,28,6,3.72,clear sky
392,Port Lincoln,AU,-34.7333,135.8667,51.56600000000001,80,100,5.16,overcast clouds
393,Narsaq,GL,60.9167,-46.05,49.1,81,48,2.38,scattered clouds
394,Cabo Rojo,PR,18.0866,-67.1457,89.33000000000004,76,20,2.68,few clouds
395,Prince Rupert,CA,54.3161,-130.3201,68.35999999999999,80,0,8.75,clear sky
396,Etchoropo,MX,26.7667,-109.6667,86.684,58,100,5.33,overcast clouds
397,Kondinskoye,RU,59.6481,67.41,55.70600000000003,66,42,3.25,scattered clouds
398,Jose Bonifacio,BR,-21.0528,-49.6883,89.13200000000002,21,0,1.45,clear sky
399,Iguape,BR,-24.7081,-47.5553,68.26999999999995,84,8,2.48,clear sky
400,Ancud,CL,-41.8697,-73.8203,53.492,85,85,4.25,moderate rain
401,Namatanai,PG,-3.6667,152.4333,78.458,80,88,2.78,overcast clouds
402,Seydi,TM,39.4816,62.9137,89.042,31,4,7.39,clear sky
403,Muroto,JP,33.2833,134.15,80.88800000000005,84,19,2.56,few clouds
404,Taoudenni,ML,22.6783,-3.9836,106.03399999999999,9,94,4.75,overcast clouds
405,Sesheke,ZM,-17.4759,24.2968,60.8,40,2,2.92,clear sky
406,Farafangana,MG,-22.8167,47.8333,67.28000000000004,83,6,1.95,clear sky
407,Derzhavinsk,KZ,51.1,66.3167,71.05999999999997,42,89,4.08,overcast clouds
408,Juneau,US,58.3019,-134.4197,63.10399999999996,100,100,1.23,overcast clouds
409,Sainte-Rose,GP,16.3324,-61.6979,86.30600000000004,62,75,5.66,broken clouds
410,Sawakin,SD,19.1059,37.3321,97.50199999999998,40,100,6.97,overcast clouds
411,Arlit,NE,18.7369,7.3853,102.48800000000004,10,30,5.14,scattered clouds
412,Stornoway,GB,58.2093,-6.3865,55.63399999999999,85,75,3.6,broken clouds
413,Pasco,US,28.292,-82.4165,95.30600000000004,62,86,1.34,overcast clouds
414,Polyarnyy,RU,69.1989,33.4478,59.12599999999999,93,100,5.54,overcast clouds
415,Isangel,VU,-19.55,169.2667,73.99399999999997,86,96,5.79,overcast clouds
416,Alyangula,AU,-13.8483,136.4192,71.45600000000003,71,0,6.76,clear sky
417,Lao Cai,VN,22.4833,103.95,77.93599999999998,89,46,0.39,scattered clouds
418,Clyde River,CA,70.4692,-68.5914,41.774000000000015,87,100,1.11,light rain
419,College,US,64.8569,-147.8028,57.272000000000034,60,98,2.24,overcast clouds
420,Hambantota,LK,6.1241,81.1185,78.81799999999998,84,95,1.08,overcast clouds
421,Krasnoselkup,RU,65.7,82.4667,53.95999999999998,71,2,4.35,clear sky
422,Jumla,NP,29.2747,82.1838,62.185999999999964,98,99,0.85,overcast clouds
423,Poum,NC,-20.2333,164.0167,73.00399999999996,75,2,4.49,clear sky
424,Ulladulla,AU,-35.35,150.4667,47.39000000000002,70,10,4.42,clear sky
425,Kasongo,CD,-4.45,26.6667,80.36600000000001,37,90,1.09,overcast clouds
426,La Ronge,CA,55.1001,-105.2842,63.08599999999997,82,75,5.66,broken clouds
427,Austin,US,30.2672,-97.7431,104.61199999999995,39,5,2.24,clear sky
428,Antofagasta,CL,-23.65,-70.4,60.35,75,28,3.87,scattered clouds
429,Norman Wells,CA,65.282,-126.8329,80.50999999999999,39,100,4.05,overcast clouds
430,Krasnoye-Na-Volge,RU,57.5125,41.2419,65.984,86,25,3.08,scattered clouds
431,Menongue,AO,-14.6585,17.691,58.26199999999996,35,4,2.42,clear sky
432,Chapeco,BR,-27.0964,-52.6183,71.09600000000006,74,4,0.39,clear sky
433,Bratsk,RU,56.1325,101.6142,54.35600000000003,93,100,1.93,overcast clouds
434,Palmer,US,42.1584,-72.3287,81.19399999999997,51,98,3.35,overcast clouds
435,Manali,IN,13.1667,80.2667,84.55999999999997,80,25,2.88,scattered clouds
436,Lincoln,US,40.8,-96.667,84.55999999999997,66,85,1.79,overcast clouds
437,Shahdadpur,PK,25.9241,68.62,82.47200000000004,82,100,6.14,overcast clouds
438,Lufilufi,WS,-13.8745,-171.5986,75.05600000000004,79,59,8.88,light rain
439,Sjenica,RS,43.2731,19.9994,69.87200000000004,42,90,3.39,overcast clouds
440,Atar,MR,20.5169,-13.0499,96.42200000000004,35,28,1.49,scattered clouds
441,Bolshevik,BY,54.0065,27.5692,62.492,79,100,1.77,overcast clouds
442,Yabrud,SY,33.9674,36.6574,70.86199999999997,37,0,0.3,clear sky
443,Russell,US,32.3502,-85.1999,93.23599999999996,60,100,1.54,overcast clouds
444,Asau,RO,46.4333,26.4,69.54800000000003,55,0,1.45,clear sky
445,Zadar,HR,44.1197,15.2422,86.88200000000002,39,0,3.6,clear sky
446,King City,US,36.2127,-121.126,99.17599999999999,15,0,1.5,clear sky
447,Begoro,GH,6.3871,-0.3774,70.34000000000003,96,100,1.32,light rain
448,Huarmey,PE,-10.0681,-78.1522,67.94600000000005,72,60,5.57,broken clouds
449,Los Llanos De Aridane,ES,28.6585,-17.9182,80.618,39,0,7.72,clear sky
450,Olinda,BR,-8.0089,-34.8553,73.4,88,75,4.12,broken clouds
451,Fare,PF,-16.7,-151.0167,77.66600000000001,75,63,3.64,broken clouds
452,Mangan,IN,27.5167,88.5333,75.25399999999996,92,100,0.53,overcast clouds
453,Pincehely,HU,46.681,18.4394,71.22200000000004,63,56,3.53,broken clouds
454,Boyolangu,ID,-8.1181,111.8935,71.47400000000002,92,29,0.72,scattered clouds
455,Chipata,ZM,-13.6333,32.65,58.04600000000005,71,5,3.04,clear sky
456,San Juan,AR,-31.5375,-68.5364,61.73599999999997,63,59,6.38,broken clouds
457,Sisimiut,GL,66.9395,-53.6735,43.214000000000034,85,87,3.49,overcast clouds
458,Mazatlan,MX,23.2167,-106.4167,90.17599999999999,73,70,1.34,broken clouds
459,Boa Vista,BR,2.8197,-60.6733,85.53200000000001,63,87,1.53,overcast clouds
460,Dryden,CA,49.7833,-92.7503,70.358,73,75,2.57,broken clouds
461,Alamosa,US,37.4695,-105.87,73.65199999999999,49,0,1.54,clear sky
462,Leh,IN,34.1667,77.5833,59.21600000000001,78,99,2.72,overcast clouds
463,Richards Bay,ZA,-28.783,32.0377,57.650000000000006,82,0,3.22,clear sky
464,Longyan,CN,25.1072,117.0225,75.12799999999996,85,6,0.48,clear sky
465,Kitgum,UG,3.2783,32.8867,68.39600000000004,84,68,1.67,broken clouds
466,Hit,IQ,33.6416,42.8251,93.75800000000001,11,0,4.42,clear sky
467,Roma,US,43.2128,-75.4557,77.21600000000001,57,94,3.58,overcast clouds
468,Drovyanaya,RU,51.5833,113.0333,58.00999999999998,98,100,1.99,light rain
469,Cam Ranh,VN,11.9214,109.1591,79.03399999999999,83,20,1.54,few clouds
470,Upington,ZA,-28.4478,21.2561,61.196000000000055,39,3,3.93,clear sky
471,Coxim,BR,-18.5067,-54.76,95.108,17,0,2.06,clear sky
472,Grand Gaube,MU,-20.0064,57.6608,69.65600000000003,74,0,2.24,clear sky
473,Doha,QA,25.2867,51.5333,93.45199999999997,75,20,4.12,light rain
474,Olafsvik,IS,64.8945,-23.7142,52.91600000000001,92,100,7.22,overcast clouds
475,Saint George,US,37.1041,-113.5841,91.90399999999995,43,67,2.24,broken clouds
476,Mangochi,MW,-14.4782,35.2645,65.11999999999996,78,1,4.52,clear sky
477,Barcelos,PT,41.5388,-8.6151,68.95399999999995,80,0,2.01,clear sky
478,Port Hardy,CA,50.6996,-127.4199,65.60600000000002,81,60,1.34,broken clouds
479,Ocala,US,29.1872,-82.1401,94.36999999999996,58,0,2.06,clear sky
480,Mecca,SA,21.4267,39.8261,94.226,42,59,0.72,broken clouds
481,Brownsville,US,25.9018,-97.4975,98.86999999999996,55,100,3.58,overcast clouds
482,Isabela,PH,6.7085,121.9711,77.792,91,100,0.66,heavy intensity rain
483,Stephenville,US,32.2207,-98.2023,105.04399999999997,25,0,2.68,clear sky
484,Sao Joaquim,BR,-28.2939,-49.9317,59.75600000000003,69,3,0.96,clear sky
485,Evensk,RU,61.95,159.2333,53.6,82,55,1.02,broken clouds
486,Samarai,PG,-10.6167,150.6667,78.98000000000005,84,27,4.55,scattered clouds
487,Anton Lizardo,MX,19.05,-95.9833,90.48200000000003,66,17,3.2,few clouds
488,Launceston,AU,-41.45,147.1667,40.87400000000001,95,75,1.54,broken clouds
489,Demidov,RU,55.2706,31.515,62.95999999999998,91,38,1.17,scattered clouds
490,Praia,CV,14.9215,-23.5087,81.40999999999998,74,75,2.06,broken clouds
491,Guanica,PR,17.9716,-66.908,89.56400000000004,78,5,6.66,clear sky
492,Villazon,BO,-22.0866,-65.5942,65.65999999999998,6,14,2.91,few clouds
493,Ust-Kuyga,RU,70.0167,135.6,65.94800000000004,67,55,0.18,broken clouds
494,Bure,ET,10.7,37.0667,57.83000000000004,95,100,0.98,overcast clouds
495,Puerto Del Rosario,ES,28.5004,-13.8627,84.21799999999999,61,0,3.6,clear sky
496,Cantaura,VE,9.3057,-64.3584,94.83800000000005,28,37,3.03,scattered clouds
497,Talnakh,RU,69.4865,88.3972,53.042,77,6,1.63,clear sky
498,Bunia,CD,1.5667,30.25,69.31400000000004,62,100,0.39,overcast clouds
499,Thinadhoo,MV,0.5333,72.9333,80.924,78,78,8.28,broken clouds
500,Nipawin,CA,53.3668,-104.0009,68.30600000000004,60,75,7.2,broken clouds
501,Broken Hill,AU,-31.95,141.4333,42.22400000000001,86,2,2.59,clear sky
502,Kibondo,TZ,-3.5864,30.7203,71.24000000000002,40,97,1.19,overcast clouds
503,Caninde De Sao Francisco,BR,-9.66,-37.7894,71.74399999999997,91,91,4.4,overcast clouds
504,Fuyu,CN,45.1833,124.8167,69.29600000000005,95,15,3.85,few clouds
505,Pocatello,US,42.8713,-112.4455,94.44200000000001,16,0,4.95,clear sky
506,Cardenas,CU,23.0375,-81.2047,88.826,70,68,6.13,heavy intensity rain
507,Trzebiatow,PL,54.0615,15.2648,59.306000000000026,65,3,6.28,clear sky
508,Setermoen,NO,68.861,18.3486,60.70999999999998,86,100,1.34,overcast clouds
509,Celestun,MX,20.8667,-90.4,85.53200000000001,69,36,6.6,scattered clouds
510,Diego De Almagro,CL,-26.3667,-70.05,71.74399999999997,26,8,3.26,clear sky
511,Kilindoni,TZ,-7.9139,39.6668,76.19000000000003,77,36,7.09,scattered clouds
512,Mujiayingzi,CN,42.1167,118.7833,67.24399999999997,87,61,2.12,broken clouds
513,Vao,NC,-22.6667,167.4833,67.892,63,0,3.24,clear sky
514,Carutapera,BR,-1.195,-46.02,79.34000000000003,82,96,3.83,overcast clouds
515,Alvaraes,BR,-3.2208,-64.8042,89.50999999999999,54,73,0.73,broken clouds
516,Iquique,CL,-20.2208,-70.1431,63.661999999999956,74,67,4.55,broken clouds
517,Gigmoto,PH,13.7796,124.39,80.29399999999998,86,89,1.94,overcast clouds
518,San Carlos De Bariloche,AR,-41.1456,-71.3082,41.522000000000034,76,100,0.82,light rain
519,Saint-Pierre,RE,-21.3393,55.4781,68.18000000000004,76,0,3.09,clear sky
520,Zhezkazgan,KZ,47.8043,67.7144,77.19800000000004,44,0,4.88,clear sky
521,Coahuayana,MX,18.7333,-103.6833,90.51799999999999,56,76,3.09,broken clouds
522,Meulaboh,ID,4.1363,96.1285,74.174,94,100,2.53,moderate rain
523,Kaabong,UG,3.4836,34.1492,67.29800000000003,67,87,0.84,overcast clouds
524,Ketchikan,US,55.3422,-131.6461,66.93800000000005,77,0,5.14,clear sky
525,Gogrial,SS,8.5332,28.1004,73.43599999999998,92,94,2.53,overcast clouds
526,Slavsk,RU,55.0425,21.677,60.56600000000001,95,100,2.85,overcast clouds
527,Roebourne,AU,-20.7833,117.1333,68.45,29,6,4.06,clear sky
528,Ulaangom,MN,49.9811,92.0667,59.03599999999997,47,100,1.75,overcast clouds
529,Itaguai,BR,-22.8522,-43.7753,71.56400000000004,77,2,2.11,clear sky
530,Klaipeda,LT,55.7172,21.1175,64.72400000000002,75,100,7.15,overcast clouds
531,Chapais,CA,49.7834,-74.8492,57.25399999999995,87,94,5.64,overcast clouds
532,Ormara,PK,25.2088,64.6357,83.13800000000005,81,100,1.63,overcast clouds
533,Prainha,BR,-1.8,-53.48,91.49000000000002,45,22,2.2,few clouds
534,Shubarkuduk,KZ,49.1447,56.4872,70.44800000000004,61,28,1.96,scattered clouds
535,Nouadhibou,MR,20.931,-17.0347,72.734,91,41,4.89,scattered clouds
536,Vostok,RU,46.4856,135.8833,60.8,97,0,1.11,clear sky
537,Tartus,SY,34.889,35.8866,80.042,68,0,1.02,clear sky
538,Tautira,PF,-17.7333,-149.15,74.48000000000005,88,100,5.78,light rain
539,Skelleftea,SE,64.7507,20.9528,64.27400000000002,100,100,3.6,overcast clouds
540,Revelstoke,CA,50.9832,-118.2023,90.69800000000004,35,14,1.14,few clouds
541,Lompoc,US,34.6391,-120.4579,86.28800000000004,66,7,2.24,clear sky
542,Sochi,RU,43.6,39.7303,70.15999999999998,84,0,2.21,clear sky
543,Vlasotince,RS,42.9636,22.1231,87.11600000000001,33,0,1.89,clear sky
544,Teguldet,RU,57.3064,88.1667,52.141999999999996,94,100,1.58,overcast clouds
545,Geraldton,AU,-28.7667,114.6,41.68399999999999,93,0,5.14,clear sky
546,Murray Bridge,AU,-35.1167,139.2667,53.40199999999997,88,99,2.57,overcast clouds
547,Krasnovishersk,RU,60.4078,57.082,51.656000000000034,73,70,1.96,broken clouds
548,Cockburn Town,TC,21.4612,-71.1419,82.94000000000003,79,3,8.71,clear sky
549,Gawler,AU,-34.6,138.7333,55.184,93,100,2.13,overcast clouds
550,Akureyri,IS,65.6835,-18.0878,58.38800000000005,67,100,1.65,overcast clouds
551,Ishigaki,JP,24.3448,124.1572,85.35199999999998,75,3,3.56,clear sky
552,Dauriya,RU,49.9333,116.8667,59.0,88,14,7.13,few clouds
553,Lae,PG,-6.7221,146.9847,74.75,91,100,3.31,overcast clouds
554,Aripuana,BR,-9.1667,-60.6333,95.95399999999995,23,99,1.31,overcast clouds
555,West Plains,US,36.7281,-91.8524,103.29800000000003,49,20,4.12,few clouds
556,Marawi,PH,7.9986,124.2928,69.11600000000001,92,100,1.46,overcast clouds
557,Iwaki,JP,37.05,140.8833,81.03200000000001,95,91,0.45,overcast clouds
558,Solnechnyy,RU,50.7214,136.6319,58.748000000000026,95,100,1.94,light rain
559,Idlib,SY,35.9306,36.6339,76.226,54,0,3.96,clear sky
560,Zyryanka,RU,65.75,150.85,50.342,53,98,7.76,overcast clouds
561,Beloha,MG,-25.1667,45.05,60.817999999999984,79,0,1.17,clear sky
562,Rassvet,RU,46.8333,40.75,68.684,87,1,3.2,clear sky
563,Muisne,EC,0.6,-80.0333,76.65800000000002,78,82,4.45,broken clouds
564,Camapua,BR,-19.5314,-54.0439,91.30999999999997,20,0,0.48,clear sky
565,Hornepayne,CA,49.2138,-84.7705,76.1,38,100,5.8,overcast clouds
566,Mahajanga,MG,-15.7167,46.3167,71.02400000000002,83,0,1.24,clear sky
567,Jardim,BR,-21.4803,-56.1381,92.37200000000004,20,0,2.67,clear sky
568,Itumba,TZ,-9.4,33.1833,53.851999999999975,95,5,2.47,clear sky
569,Berlevag,NO,70.8578,29.0864,62.67200000000004,94,0,0.0,clear sky
570,Vanavara,RU,60.34,102.2797,56.55199999999998,97,100,4.38,light rain
571,Nagymaros,HU,47.7928,18.9598,73.54399999999998,76,58,2.76,broken clouds
572,Nabire,ID,-3.3667,135.4833,74.60600000000002,89,35,1.62,scattered clouds
573,Gornyy,RU,55.1153,83.9059,60.27799999999996,84,47,1.49,scattered clouds
574,Tabuny,RU,52.7773,78.7896,72.12200000000004,42,89,3.48,overcast clouds
575,Dandong,CN,40.1292,124.3947,72.51799999999999,95,90,0.94,overcast clouds
576,Heswall,GB,53.3273,-3.0965,60.85399999999996,71,40,3.6,scattered clouds
577,Takaungu,KE,-3.6837,39.8566,74.67799999999997,83,99,7.22,overcast clouds
578,Mayumba,GA,-3.432,10.6554,70.05199999999998,89,8,2.8,clear sky
579,Kulhudhuffushi,MV,6.6221,73.07,81.37400000000002,79,20,6.93,few clouds
580,Filingue,NE,14.3521,3.3168,96.25999999999998,34,18,8.97,few clouds
581,Hutchinson,US,38.0608,-97.9298,98.00600000000003,49,0,3.09,clear sky
582,Aldan,RU,58.6031,125.3894,64.32799999999997,69,3,1.09,clear sky
583,Terrace,CA,54.5163,-128.6035,85.04600000000005,49,94,0.72,overcast clouds
584,Lisakovsk,KZ,52.5369,62.4936,64.74199999999999,85,99,5.47,overcast clouds
585,Nadym,RU,65.5333,72.5167,48.36199999999995,86,68,4.17,broken clouds
586,Lashio,MM,22.9333,97.75,67.55000000000001,99,66,0.58,broken clouds
587,Loikaw,MM,19.6742,97.2094,68.77400000000002,89,41,1.08,scattered clouds
588,Laredo,US,27.5064,-99.5075,102.75800000000001,27,0,6.17,clear sky
589,Ipixuna,BR,-1.7625,-48.8043,85.87400000000002,65,100,0.78,overcast clouds
590,Yurimaguas,PE,-5.9,-76.0833,86.43200000000002,66,40,2.06,scattered clouds
591,Wanning,CN,18.8003,110.3967,79.62799999999996,87,16,2.3,few clouds
592,Ugoofaaru,MV,5.6667,73.0,81.69800000000004,79,58,7.18,broken clouds
593,Port Hueneme,US,34.1478,-119.1951,92.65999999999998,74,75,4.12,broken clouds
594,Te Anau,NZ,-45.4167,167.7167,42.15199999999997,98,100,1.39,light rain
595,Kirakira,SB,-10.4544,161.9205,79.21400000000003,83,98,1.91,moderate rain
596,Manicore,BR,-5.8092,-61.3003,98.33000000000004,24,0,1.34,clear sky
597,Rockland,US,41.1668,-74.0496,84.16400000000004,46,100,3.41,overcast clouds
598,Itoman,JP,26.1247,127.6694,80.88800000000005,89,72,2.06,broken clouds
599,Kainantu,PG,-6.2887,145.8655,60.96199999999996,97,100,0.66,overcast clouds
600,Galle,LK,6.0367,80.217,78.368,88,87,3.16,overcast clouds
601,Ormond Beach,US,29.2858,-81.0559,92.55199999999998,76,40,5.14,scattered clouds
602,Aasiaat,GL,68.7098,-52.8699,39.2,96,95,3.15,overcast clouds
603,Duluth,US,46.7833,-92.1066,74.30000000000001,79,20,6.69,few clouds
604,Gurupi,BR,-11.7292,-49.0686,91.02200000000005,20,4,3.1,clear sky
605,Portland,US,45.5234,-122.6762,97.08800000000005,40,0,4.63,clear sky
606,Kalmunai,LK,7.4167,81.8167,80.27599999999998,81,100,1.39,overcast clouds
607,San Borja,BO,-14.8167,-66.85,91.72400000000002,46,40,3.09,scattered clouds
608,Novobiryusinskiy,RU,56.9578,97.7076,51.22400000000002,98,51,2.08,broken clouds
609,San Policarpo,PH,12.1791,125.5072,78.78200000000001,87,100,1.95,moderate rain
610,Pore,CO,5.7272,-71.9947,84.48800000000006,65,37,2.09,scattered clouds
611,Bontang,ID,0.1333,117.5,76.64000000000001,91,100,2.22,overcast clouds
612,Okhotsk,RU,59.3833,143.3,58.78399999999999,82,100,1.49,overcast clouds
613,Waslala,NI,13.2333,-85.3833,74.10199999999998,88,100,0.57,overcast clouds
614,Mwinilunga,ZM,-11.7358,24.4293,59.48599999999997,45,1,2.31,clear sky
615,Grafton,US,42.207,-71.6856,81.55399999999995,49,0,4.12,clear sky
616,Nizwa,OM,22.9333,57.5333,80.54600000000005,77,100,0.87,overcast clouds
617,Husavik,IS,66.0449,-17.3389,54.57200000000004,74,97,2.36,overcast clouds
618,Bayeux,BR,-7.125,-34.9322,77.9,78,75,5.14,broken clouds
619,Lazaro Cardenas,MX,17.9583,-102.2,87.09800000000003,61,63,4.39,broken clouds
620,Rincon,US,32.296,-81.2354,93.434,40,20,4.12,few clouds
621,Wadi Maliz,TN,36.4681,8.5495,86.05399999999995,29,0,1.6,clear sky
622,Dzhebariki-Khaya,RU,62.2167,135.8,63.30199999999998,78,27,1.08,scattered clouds
623,Nioro,GM,13.35,-15.75,79.77200000000005,84,100,2.44,light rain
624,Shelburne,CA,44.0787,-80.2041,72.85999999999999,42,1,3.51,clear sky
625,Sosnovo-Ozerskoye,RU,52.5249,111.5418,56.75,97,100,3.54,light rain
626,Makhinjauri,GE,41.6739,41.694,69.92599999999999,88,0,2.06,clear sky
627,Caravelas,BR,-17.7125,-39.2481,73.16600000000001,75,4,2.9,clear sky
628,Pittsburg,US,38.028,-121.8847,89.74399999999997,40,0,4.63,clear sky
629,Copiapo,CL,-27.3667,-70.3333,57.16400000000003,40,30,2.17,scattered clouds
630,Qaqortoq,GL,60.7167,-46.0333,47.26400000000003,85,39,1.94,scattered clouds
631,Marsh Harbour,BS,26.5412,-77.0636,84.36199999999997,77,79,7.34,broken clouds
632,Yvetot,FR,49.6174,0.7581,62.86999999999996,78,16,3.04,few clouds
633,Sjovegan,NO,68.8726,17.8474,61.483999999999995,99,100,1.5,overcast clouds
634,Saint-Francois,FR,46.4154,3.9054,67.94600000000005,56,0,3.6,clear sky
635,Rudsar,IR,37.1376,50.288,76.02799999999996,85,58,0.43,broken clouds
636,Sistranda,NO,63.7256,8.834,53.83399999999999,82,100,9.89,overcast clouds
637,Balikpapan,ID,-1.2675,116.8289,75.41600000000001,94,100,2.73,overcast clouds
